route,page_type,collection,slug,title,status,notes
"/dog-breeds/boerboel/","dog_breed_detail","Dog Breeds","boerboel","Choosing a Boerboel: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/borador/","dog_breed_detail","Dog Breeds","borador","Everything to Know About the Borador: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/border-collie/","dog_breed_detail","Dog Breeds","border-collie","Border Collie Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/border-terrier/","dog_breed_detail","Dog Breeds","border-terrier","Is the Border Terrier Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/bordoodle/","dog_breed_detail","Dog Breeds","bordoodle","Bordoodle Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/borzoi/","dog_breed_detail","Dog Breeds","borzoi","Choosing a Borzoi: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/boston-terrier/","dog_breed_detail","Dog Breeds","boston-terrier","New to the Boston Terrier? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/bouvier-des-flandres/","dog_breed_detail","Dog Breeds","bouvier-des-flandres","New to the Bouvier des Flandres? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/boxer/","dog_breed_detail","Dog Breeds","boxer","Boxer 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/boykin-spaniel/","dog_breed_detail","Dog Breeds","boykin-spaniel","Everything to Know About the Boykin Spaniel: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/bracco-italiano/","dog_breed_detail","Dog Breeds","bracco-italiano","Is the Bracco Italiano Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/braque-du-bourbonnais/","dog_breed_detail","Dog Breeds","braque-du-bourbonnais","Braque du Bourbonnais Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/briard/","dog_breed_detail","Dog Breeds","briard","Briard Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/brittany/","dog_breed_detail","Dog Breeds","brittany","Is the Brittany Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/broholmer/","dog_breed_detail","Dog Breeds","broholmer","Everything to Know About the Broholmer: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/brussels-griffon/","dog_breed_detail","Dog Breeds","brussels-griffon","Brussels Griffon Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/bugg-pugston/","dog_breed_detail","Dog Breeds","bugg-pugston","Bugg (Pugston) Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/bull-terrier/","dog_breed_detail","Dog Breeds","bull-terrier","New to the Bull Terrier? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/bulldog/","dog_breed_detail","Dog Breeds","bulldog","Bulldog 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/bullmastiff/","dog_breed_detail","Dog Breeds","bullmastiff","Bullmastiff 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/cairn-terrier/","dog_breed_detail","Dog Breeds","cairn-terrier","Cairn Terrier Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/canaan-dog/","dog_breed_detail","Dog Breeds","canaan-dog","Everything to Know About the Canaan Dog: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/cane-corso/","dog_breed_detail","Dog Breeds","cane-corso","Choosing a Cane Corso: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/cardigan-welsh-corgi/","dog_breed_detail","Dog Breeds","cardigan-welsh-corgi","Cardigan Welsh Corgi Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/carolina-dog/","dog_breed_detail","Dog Breeds","carolina-dog","Carolina Dog Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/catahoula-leopard-dog/","dog_breed_detail","Dog Breeds","catahoula-leopard-dog","Catahoula Leopard Dog Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/caucasian-shepherd-dog/","dog_breed_detail","Dog Breeds","caucasian-shepherd-dog","Caucasian Shepherd Dog Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/cavalier-king-charles-spaniel/","dog_breed_detail","Dog Breeds","cavalier-king-charles-spaniel","New to the Cavalier King Charles Spaniel? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/cavapoo/","dog_breed_detail","Dog Breeds","cavapoo","The Cavapoo at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/central-asian-shepherd-dog/","dog_breed_detail","Dog Breeds","central-asian-shepherd-dog","Central Asian Shepherd Dog Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/cesky-terrier/","dog_breed_detail","Dog Breeds","cesky-terrier","Is the Cesky Terrier Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/chesapeake-bay-retriever/","dog_breed_detail","Dog Breeds","chesapeake-bay-retriever","Choosing a Chesapeake Bay Retriever: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/chihuahua/","dog_breed_detail","Dog Breeds","chihuahua","Chihuahua Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/chinese-crested/","dog_breed_detail","Dog Breeds","chinese-crested","Is the Chinese Crested Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/chinese-shar-pei/","dog_breed_detail","Dog Breeds","chinese-shar-pei","Chinese Shar-Pei Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/chinook/","dog_breed_detail","Dog Breeds","chinook","Choosing a Chinook: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/chiweenie/","dog_breed_detail","Dog Breeds","chiweenie","Caring for a Chiweenie in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/chow-chow/","dog_breed_detail","Dog Breeds","chow-chow","Is the Chow Chow Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/cirneco-delletna/","dog_breed_detail","Dog Breeds","cirneco-delletna","Cirneco dell’Etna Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/clumber-spaniel/","dog_breed_detail","Dog Breeds","clumber-spaniel","Clumber Spaniel Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/cockapoo/","dog_breed_detail","Dog Breeds","cockapoo","Cockapoo Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/cocker-spaniel/","dog_breed_detail","Dog Breeds","cocker-spaniel","Is the Cocker Spaniel Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/collie/","dog_breed_detail","Dog Breeds","collie","Everything to Know About the Collie: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/coton-de-tulear/","dog_breed_detail","Dog Breeds","coton-de-tulear","Coton de Tulear Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/croatian-sheepdog/","dog_breed_detail","Dog Breeds","croatian-sheepdog","Croatian Sheepdog Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/curly-coated-retriever/","dog_breed_detail","Dog Breeds","curly-coated-retriever","Curly-Coated Retriever Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/czechoslovakian-vlcak/","dog_breed_detail","Dog Breeds","czechoslovakian-vlcak","Czechoslovakian Vlcak Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/dachshund/","dog_breed_detail","Dog Breeds","dachshund","Everything to Know About the Dachshund: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/dalmatian/","dog_breed_detail","Dog Breeds","dalmatian","The Dalmatian at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/dandie-dinmont-terrier/","dog_breed_detail","Dog Breeds","dandie-dinmont-terrier","Is the Dandie Dinmont Terrier Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/danish-swedish-farmdog/","dog_breed_detail","Dog Breeds","danish-swedish-farmdog","Choosing a Danish-Swedish Farmdog: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/deutscher-wachtelhund/","dog_breed_detail","Dog Breeds","deutscher-wachtelhund","Deutscher Wachtelhund Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/doberman-pinscher/","dog_breed_detail","Dog Breeds","doberman-pinscher","The Doberman Pinscher at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/dogo-argentino/","dog_breed_detail","Dog Breeds","dogo-argentino","Caring for a Dogo Argentino in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/dogue-de-bordeaux/","dog_breed_detail","Dog Breeds","dogue-de-bordeaux","New to the Dogue de Bordeaux? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/drentsche-patrijshond/","dog_breed_detail","Dog Breeds","drentsche-patrijshond","Drentsche Patrijshond Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/dutch-shepherd/","dog_breed_detail","Dog Breeds","dutch-shepherd","Dutch Shepherd Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/english-cocker-spaniel/","dog_breed_detail","Dog Breeds","english-cocker-spaniel","New to the English Cocker Spaniel? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/english-foxhound/","dog_breed_detail","Dog Breeds","english-foxhound","Caring for a English Foxhound in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/english-setter/","dog_breed_detail","Dog Breeds","english-setter","New to the English Setter? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/english-springer-spaniel/","dog_breed_detail","Dog Breeds","english-springer-spaniel","Caring for a English Springer Spaniel in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/english-toy-spaniel/","dog_breed_detail","Dog Breeds","english-toy-spaniel","Everything to Know About the English Toy Spaniel: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/entlebucher-mountain-dog/","dog_breed_detail","Dog Breeds","entlebucher-mountain-dog","The Entlebucher Mountain Dog at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/estrela-mountain-dog/","dog_breed_detail","Dog Breeds","estrela-mountain-dog","Estrela Mountain Dog Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/eurasier/","dog_breed_detail","Dog Breeds","eurasier","Eurasier Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/field-spaniel/","dog_breed_detail","Dog Breeds","field-spaniel","Everything to Know About the Field Spaniel: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/finnish-lapphund/","dog_breed_detail","Dog Breeds","finnish-lapphund","Is the Finnish Lapphund Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/finnish-spitz/","dog_breed_detail","Dog Breeds","finnish-spitz","Is the Finnish Spitz Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/flat-coated-retriever/","dog_breed_detail","Dog Breeds","flat-coated-retriever","New to the Flat-Coated Retriever? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/french-bulldog/","dog_breed_detail","Dog Breeds","french-bulldog","French Bulldog Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/gerberian-shepsky/","dog_breed_detail","Dog Breeds","gerberian-shepsky","New to the Gerberian Shepsky? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/german-longhaired-pointer/","dog_breed_detail","Dog Breeds","german-longhaired-pointer","Caring for a German Longhaired Pointer in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/german-pinscher/","dog_breed_detail","Dog Breeds","german-pinscher","Caring for a German Pinscher in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/german-shepherd-dog/","dog_breed_detail","Dog Breeds","german-shepherd-dog","German Shepherd Dog 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/german-shepherd/","dog_breed_detail","Dog Breeds","german-shepherd","Choosing a German Shepherd: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/german-shorthaired-pointer/","dog_breed_detail","Dog Breeds","german-shorthaired-pointer","German Shorthaired Pointer Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/german-spitz/","dog_breed_detail","Dog Breeds","german-spitz","Choosing a German Spitz: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/german-wirehaired-pointer/","dog_breed_detail","Dog Breeds","german-wirehaired-pointer","Caring for a German Wirehaired Pointer in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/giant-schnauzer/","dog_breed_detail","Dog Breeds","giant-schnauzer","Everything to Know About the Giant Schnauzer: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/glen-of-imaal-terrier/","dog_breed_detail","Dog Breeds","glen-of-imaal-terrier","Choosing a Glen of Imaal Terrier: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/goldador/","dog_breed_detail","Dog Breeds","goldador","Choosing a Goldador: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/golden-retriever/","dog_breed_detail","Dog Breeds","golden-retriever","Golden Retriever 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/goldendoodle/","dog_breed_detail","Dog Breeds","goldendoodle","Everything to Know About the Goldendoodle: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/gordon-setter/","dog_breed_detail","Dog Breeds","gordon-setter","Gordon Setter Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/grand-basset-griffon-vendeen/","dog_breed_detail","Dog Breeds","grand-basset-griffon-vendeen","Grand Basset Griffon Vendeen Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/great-bernese/","dog_breed_detail","Dog Breeds","great-bernese","Great Bernese 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/great-dane/","dog_breed_detail","Dog Breeds","great-dane","Great Dane Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/great-pyrenees/","dog_breed_detail","Dog Breeds","great-pyrenees","Great Pyrenees Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/greater-swiss-mountain-dog/","dog_breed_detail","Dog Breeds","greater-swiss-mountain-dog","Greater Swiss Mountain Dog Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/greyhound/","dog_breed_detail","Dog Breeds","greyhound","Greyhound Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/group/herding-dogs/","breed_group","Breed Groups","herding-dogs","Brilliant workers with big energy—best for engaged Canadian owners","generated",""
"/dog-breeds/group/hound-dogs/","breed_group","Breed Groups","hound-dogs","Scent and sight specialists with independent streaks—great for explorers","generated",""
"/dog-breeds/group/hybrid-designer-mixes/","breed_group","Breed Groups","hybrid-designer-mixes","Popular designer and Doodle mixes—family‑friendly with varied coats","generated",""
"/dog-breeds/group/miscellaneous/","breed_group","Breed Groups","miscellaneous","Rare and emerging dog breeds gaining recognition in Canada","generated",""
"/dog-breeds/group/non-sporting-dogs/","breed_group","Breed Groups","non-sporting-dogs","A diverse group—unique coats, sizes and personalities for Canadian homes","generated",""
"/dog-breeds/group/sporting-dogs/","breed_group","Breed Groups","sporting-dogs","Active, trainable companions built for outdoor adventures in Canada","generated",""
"/dog-breeds/group/terrier-dogs/","breed_group","Breed Groups","terrier-dogs","Feisty, clever companions with big personalities and bold energy","generated",""
"/dog-breeds/group/toy-dogs/","breed_group","Breed Groups","toy-dogs","Small in size, big in personality—great for condos and city life","generated",""
"/dog-breeds/group/working-dogs/","breed_group","Breed Groups","working-dogs","Strong, reliable guardians and workers suited to Canada’s climates","generated",""
"/dog-breeds/hamiltonstovare/","dog_breed_detail","Dog Breeds","hamiltonstovare","Caring for a Hamiltonstovare in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/harrier/","dog_breed_detail","Dog Breeds","harrier","The Harrier at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/havanese/","dog_breed_detail","Dog Breeds","havanese","Havanese Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/havapoo-poovanese/","dog_breed_detail","Dog Breeds","havapoo-poovanese","Havapoo (Poovanese) Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/hokkaido/","dog_breed_detail","Dog Breeds","hokkaido","The Hokkaido at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/hovawart/","dog_breed_detail","Dog Breeds","hovawart","Hovawart Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/husky-collie-mix/","dog_breed_detail","Dog Breeds","husky-collie-mix","Everything to Know About the Husky Collie Mix: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/husky-retriever-mix/","dog_breed_detail","Dog Breeds","husky-retriever-mix","The Husky Retriever Mix at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/ibizan-hound/","dog_breed_detail","Dog Breeds","ibizan-hound","Ibizan Hound Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/icelandic-sheepdog/","dog_breed_detail","Dog Breeds","icelandic-sheepdog","Caring for a Icelandic Sheepdog in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/irish-doodle/","dog_breed_detail","Dog Breeds","irish-doodle","New to the Irish Doodle? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/irish-red-and-white-setter/","dog_breed_detail","Dog Breeds","irish-red-and-white-setter","Irish Red and White Setter Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/irish-setter/","dog_breed_detail","Dog Breeds","irish-setter","Irish Setter Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/irish-terrier/","dog_breed_detail","Dog Breeds","irish-terrier","Choosing a Irish Terrier: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/irish-water-spaniel/","dog_breed_detail","Dog Breeds","irish-water-spaniel","Irish Water Spaniel Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/irish-wolfhound/","dog_breed_detail","Dog Breeds","irish-wolfhound","Caring for a Irish Wolfhound in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/italian-greyhound/","dog_breed_detail","Dog Breeds","italian-greyhound","Italian Greyhound 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/italian-spinone/","dog_breed_detail","Dog Breeds","italian-spinone","Caring for a Italian Spinone in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/japanese-chin/","dog_breed_detail","Dog Breeds","japanese-chin","Japanese Chin 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/japanese-spitz/","dog_breed_detail","Dog Breeds","japanese-spitz","Everything to Know About the Japanese Spitz: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/japanese-terrier/","dog_breed_detail","Dog Breeds","japanese-terrier","Everything to Know About the Japanese Terrier: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/jindo/","dog_breed_detail","Dog Breeds","jindo","Everything to Know About the Jindo: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/kai-ken/","dog_breed_detail","Dog Breeds","kai-ken","Kai Ken 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/karelian-bear-dog/","dog_breed_detail","Dog Breeds","karelian-bear-dog","Karelian Bear Dog 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/keeshond/","dog_breed_detail","Dog Breeds","keeshond","Choosing a Keeshond: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/kerry-blue-terrier/","dog_breed_detail","Dog Breeds","kerry-blue-terrier","Is the Kerry Blue Terrier Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/king-shepherd/","dog_breed_detail","Dog Breeds","king-shepherd","New to the King Shepherd? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/komondor/","dog_breed_detail","Dog Breeds","komondor","Is the Komondor Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/kooikerhondje/","dog_breed_detail","Dog Breeds","kooikerhondje","Choosing a Kooikerhondje: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/korean-jindo-dog/","dog_breed_detail","Dog Breeds","korean-jindo-dog","The Korean Jindo Dog at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/kuvasz/","dog_breed_detail","Dog Breeds","kuvasz","Is the Kuvasz Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/l-wchen/","dog_breed_detail","Dog Breeds","l-wchen","New to the Löwchen? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/labradoodle/","dog_breed_detail","Dog Breeds","labradoodle","Labradoodle 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/labrador-retriever/","dog_breed_detail","Dog Breeds","labrador-retriever","Labrador Retriever 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/labsky/","dog_breed_detail","Dog Breeds","labsky","Labsky Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/lagotto-romagnolo/","dog_breed_detail","Dog Breeds","lagotto-romagnolo","Lagotto Romagnolo 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/lakeland-terrier/","dog_breed_detail","Dog Breeds","lakeland-terrier","Caring for a Lakeland Terrier in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/lancashire-heeler/","dog_breed_detail","Dog Breeds","lancashire-heeler","Caring for a Lancashire Heeler in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/landseer/","dog_breed_detail","Dog Breeds","landseer","Choosing a Landseer: Energy Level, Trainability & Family Fit in Canada","generated",""
"/dog-breeds/lapponian-herder/","dog_breed_detail","Dog Breeds","lapponian-herder","Lapponian Herder 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/large-munsterlander/","dog_breed_detail","Dog Breeds","large-munsterlander","Large Munsterlander Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/leonberger/","dog_breed_detail","Dog Breeds","leonberger","Caring for a Leonberger in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/lhasa-apso/","dog_breed_detail","Dog Breeds","lhasa-apso","Lhasa Apso Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/malshi/","dog_breed_detail","Dog Breeds","malshi","Malshi 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/maltese/","dog_breed_detail","Dog Breeds","maltese","Is the Maltese Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/maltipoo/","dog_breed_detail","Dog Breeds","maltipoo","Maltipoo Temperament & Training: Family Fit, Exercise & Shedding","generated",""
"/dog-breeds/manchester-terrier/","dog_breed_detail","Dog Breeds","manchester-terrier","The Manchester Terrier at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/maremma-sheepdog/","dog_breed_detail","Dog Breeds","maremma-sheepdog","The Maremma Sheepdog at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/mastiff/","dog_breed_detail","Dog Breeds","mastiff","The Mastiff at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/miniature-american-shepherd-2/","dog_breed_detail","Dog Breeds","miniature-american-shepherd-2","Is the Miniature American Shepherd Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/miniature-american-shepherd/","dog_breed_detail","Dog Breeds","miniature-american-shepherd","Caring for a Miniature American Shepherd in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/miniature-bull-terrier/","dog_breed_detail","Dog Breeds","miniature-bull-terrier","Miniature Bull Terrier Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/miniature-pinscher/","dog_breed_detail","Dog Breeds","miniature-pinscher","Miniature Pinscher 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/miniature-schnauzer/","dog_breed_detail","Dog Breeds","miniature-schnauzer","Miniature Schnauzer Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/morkie/","dog_breed_detail","Dog Breeds","morkie","Caring for a Morkie in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/mountain-cur/","dog_breed_detail","Dog Breeds","mountain-cur","Caring for a Mountain Cur in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/mudi/","dog_breed_detail","Dog Breeds","mudi","Mudi Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/neapolitan-mastiff/","dog_breed_detail","Dog Breeds","neapolitan-mastiff","Neapolitan Mastiff Care Guide: Temperament, Grooming & Health Considerations","generated",""
"/dog-breeds/nederlandse-kooikerhondje/","dog_breed_detail","Dog Breeds","nederlandse-kooikerhondje","Nederlandse Kooikerhondje 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/newfoundland/","dog_breed_detail","Dog Breeds","newfoundland","Caring for a Newfoundland in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/newfypoo/","dog_breed_detail","Dog Breeds","newfypoo","The Newfypoo at a Glance: Personality, Exercise Needs & Shedding","generated",""
"/dog-breeds/norfolk-terrier/","dog_breed_detail","Dog Breeds","norfolk-terrier","Norfolk Terrier 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/norrbottenspets/","dog_breed_detail","Dog Breeds","norrbottenspets","Norrbottenspets 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/northern-arctic-mix/","dog_breed_detail","Dog Breeds","northern-arctic-mix","Northern/Arctic Landrace Mix Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/norwegian-buhund/","dog_breed_detail","Dog Breeds","norwegian-buhund","Is the Norwegian Buhund Right for You? Traits, Training & Care Tips","generated",""
"/dog-breeds/norwegian-elkhound/","dog_breed_detail","Dog Breeds","norwegian-elkhound","New to the Norwegian Elkhound? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/norwegian-lundehund/","dog_breed_detail","Dog Breeds","norwegian-lundehund","Norwegian Lundehund 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
"/dog-breeds/norwich-terrier/","dog_breed_detail","Dog Breeds","norwich-terrier","New to the Norwich Terrier? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/nova-scotia-duck-tolling-retriever/","dog_breed_detail","Dog Breeds","nova-scotia-duck-tolling-retriever","Everything to Know About the Nova Scotia Duck Tolling Retriever: Temperament, Shedding & Exercise in Canada","generated",""
"/dog-breeds/old-english-sheepdog/","dog_breed_detail","Dog Breeds","old-english-sheepdog","Caring for a Old English Sheepdog in Canada: Lifestyle, Grooming & Health Basics","generated",""
"/dog-breeds/otterhound/","dog_breed_detail","Dog Breeds","otterhound","Otterhound Guide for Canadian Owners: Energy, Grooming & Health Essentials","generated",""
"/dog-breeds/papillon/","dog_breed_detail","Dog Breeds","papillon","New to the Papillon? Temperament, Training & Daily Care for Canadians","generated",""
"/dog-breeds/parson-russell-terrier/","dog_breed_detail","Dog Breeds","parson-russell-terrier","Parson Russell Terrier 101: Traits, Shedding and Exercise Needs for Busy Families","generated",""
