"priority","collection","item_name","item_slug","field_name","original_webflow_url","current_local_filename","suggested_filename","suggested_public_path","status","notes"
"High","City Pages","Niagara Falls","niagara-falls","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-niagara-falls-hero.png","/images/cities/city-niagara-falls-hero.png","not_started","No local file matched yet."
"High","City Pages","Nipawin","nipawin","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-nipawin-hero.png","/images/cities/city-nipawin-hero.png","not_started","No local file matched yet."
"High","City Pages","North Battleford","north-battleford","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-north-battleford-hero.png","/images/cities/city-north-battleford-hero.png","not_started","No local file matched yet."
"High","City Pages","Oakville","oakville","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f11deca0b7c8cbfb2471ed_oakville-bronte-creek-dogs-nature-trail.jpg","","city-oakville-hero.jpg","/images/cities/city-oakville-hero.jpg","not_started","No local file matched yet."
"High","City Pages","Ottawa","ottawa","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-ottawa-hero.png","/images/cities/city-ottawa-hero.png","not_started","No local file matched yet."
"High","City Pages","Pickering","pickering","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-pickering-hero.png","/images/cities/city-pickering-hero.png","not_started","No local file matched yet."
"High","City Pages","Portage la Prairie","portage-la-prairie","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-portage-la-prairie-hero.png","/images/cities/city-portage-la-prairie-hero.png","not_started","No local file matched yet."
"High","City Pages","Prince Albert","prince-albert","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-prince-albert-hero.png","/images/cities/city-prince-albert-hero.png","not_started","No local file matched yet."
"High","City Pages","Quebec City","quebec-city","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-quebec-city-hero.png","/images/cities/city-quebec-city-hero.png","not_started","No local file matched yet."
"High","City Pages","Quinte West","quinte-west","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-quinte-west-hero.png","/images/cities/city-quinte-west-hero.png","not_started","No local file matched yet."
"High","City Pages","Red Deer","red-deer","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-red-deer-hero.png","/images/cities/city-red-deer-hero.png","not_started","No local file matched yet."
"High","City Pages","Regina","regina","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-regina-hero.png","/images/cities/city-regina-hero.png","not_started","No local file matched yet."
"High","City Pages","Restoule","restoule","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-restoule-hero.png","/images/cities/city-restoule-hero.png","not_started","No local file matched yet."
"High","City Pages","Saskatoon","saskatoon","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-saskatoon-hero.png","/images/cities/city-saskatoon-hero.png","not_started","No local file matched yet."
"High","City Pages","Selkirk","selkirk","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-selkirk-hero.png","/images/cities/city-selkirk-hero.png","not_started","No local file matched yet."
"High","City Pages","St. Albert","st-albert","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-st-albert-hero.png","/images/cities/city-st-albert-hero.png","not_started","No local file matched yet."
"High","City Pages","St. Catharines","st-catharines","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6841b0c956d42a7007cfd0d1_st-catherines-dog-parks.jpg","","city-st-catharines-hero.jpg","/images/cities/city-st-catharines-hero.jpg","not_started","No local file matched yet."
"High","City Pages","Steinbach","steinbach","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-steinbach-hero.png","/images/cities/city-steinbach-hero.png","not_started","No local file matched yet."
"High","City Pages","Surrey","surrey","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-surrey-hero.png","/images/cities/city-surrey-hero.png","not_started","No local file matched yet."
"High","City Pages","Swift Current","swift-current","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-swift-current-hero.png","/images/cities/city-swift-current-hero.png","not_started","No local file matched yet."
"High","City Pages","Thompson","thompson","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-thompson-hero.png","/images/cities/city-thompson-hero.png","not_started","No local file matched yet."
"High","City Pages","Tiny","tiny","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-tiny-hero.png","/images/cities/city-tiny-hero.png","not_started","No local file matched yet."
"High","City Pages","Toronto","toronto","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6841ef5c544b2be7210b151a_Toronto%20Leash-Free%20Dog%20Parks.jpg","","city-toronto-hero.jpg","/images/cities/city-toronto-hero.jpg","not_started","No local file matched yet."
"High","City Pages","Truro","truro","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68b89801ceaed5277ebc4147_Off-Leash%20Dog%20Parks%20in%20Halifax.jpg","","city-truro-hero.jpg","/images/cities/city-truro-hero.jpg","not_started","No local file matched yet."
"High","City Pages","Vancouver","vancouver","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6870777b8ad3cc37e3a285e6_vancouver-dog-parks-directory-hero-graphic.png","","city-vancouver-hero.png","/images/cities/city-vancouver-hero.png","not_started","No local file matched yet."
"High","City Pages","Victoria","victoria","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-victoria-hero.png","/images/cities/city-victoria-hero.png","not_started","No local file matched yet."
"High","City Pages","Warman","warman","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-warman-hero.png","/images/cities/city-warman-hero.png","not_started","No local file matched yet."
"High","City Pages","Weyburn","weyburn","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-weyburn-hero.png","/images/cities/city-weyburn-hero.png","not_started","No local file matched yet."
"High","City Pages","Whitby","whitby","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-whitby-hero.png","/images/cities/city-whitby-hero.png","not_started","No local file matched yet."
"High","City Pages","White Rock","white-rock","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-white-rock-hero.png","/images/cities/city-white-rock-hero.png","not_started","No local file matched yet."
"High","City Pages","Winnipeg","winnipeg","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-winnipeg-hero.png","/images/cities/city-winnipeg-hero.png","not_started","No local file matched yet."
"High","City Pages","Woodstock","woodstock","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-woodstock-hero.png","/images/cities/city-woodstock-hero.png","not_started","No local file matched yet."
"High","City Pages","Yorkton","yorkton","Hero Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6855f8b7dddec16f09782f9d_off-leash-dog-parks-canada.png","","city-yorkton-hero.png","/images/cities/city-yorkton-hero.png","not_started","No local file matched yet."
"High","Dog Breeds","Chinese Shar-Pei","chinese-shar-pei","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a38678d486cd0ad4d7c6cf_shar-pei-dog-forest-path.avif","","breed-chinese-shar-pei-profile.avif","/images/breeds/breed-chinese-shar-pei-profile.avif","not_started","No local file matched yet."
"High","Dog Breeds","Chiweenie","chiweenie","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e1b896b1c0636b7498a090_pomchi-puppy-forest-trail-leashfree.jpg","","breed-chiweenie-profile.jpg","/images/breeds/breed-chiweenie-profile.jpg","not_started","No local file matched yet."
"High","Dog Breeds","English Springer Spaniel","english-springer-spaniel","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a48a2c228d09fcf4f5b05f_A_high-resolution_digital_photograph_taken_during.avif","","breed-english-springer-spaniel-profile.avif","/images/breeds/breed-english-springer-spaniel-profile.avif","not_started","No local file matched yet."
"High","Dog Breeds","Eurasier","eurasier","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a48e05d4109a61e8dff156_Eurasian-dog.avif","","breed-eurasier-profile.avif","/images/breeds/breed-eurasier-profile.avif","not_started","No local file matched yet."
"High","Dog Breeds","Korean Jindo Dog","korean-jindo-dog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d71e4de5c516613ae0b5f7_jindo-dog-forest-trail-portrait-leashfree.avif","","breed-korean-jindo-dog-profile.avif","/images/breeds/breed-korean-jindo-dog-profile.avif","not_started","No local file matched yet."
"High","Dog Breeds","Kuvasz","kuvasz","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68d7208c14a43e6ce6c7bb44_korean-jindo-dog-forest-trail-portrait-leashfree.avif","","breed-kuvasz-profile.avif","/images/breeds/breed-kuvasz-profile.avif","not_started","No local file matched yet."
"High","Dog Breeds","Neapolitan Mastiff","neapolitan-mastiff","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a24cdc368e00e43eeaa0c7_A_high-resolution_photograph_captures_a_Neapolitan.avif","","breed-neapolitan-mastiff-profile.avif","/images/breeds/breed-neapolitan-mastiff-profile.avif","not_started","No local file matched yet."
"High","Dog Breeds","Nederlandse Kooikerhondje","nederlandse-kooikerhondje","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a24f2168b8b13ac25c0663_ederlandse-kooikerhondje-dog-breed-sitting-on-forest-path.avif","","breed-nederlandse-kooikerhondje-profile.avif","/images/breeds/breed-nederlandse-kooikerhondje-profile.avif","not_started","No local file matched yet."
"High","Dog Breeds","Norwegian Elkhound","norwegian-elkhound","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/688d283f58b2d59adb9b95a4_norwich-terrier-dog-breed-sitting-on-forest-path.avif","","breed-norwegian-elkhound-profile.avif","/images/breeds/breed-norwegian-elkhound-profile.avif","not_started","No local file matched yet."
"High","Dog Breeds","Portuguese Water Dog","portuguese-water-dog","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68a22e86fb7309f199442ecd_portuguese-water-dog-breed-sitting-on-forest-path.avif","","breed-portuguese-water-dog-profile.avif","/images/breeds/breed-portuguese-water-dog-profile.avif","not_started","No local file matched yet."
"High","Dog Breeds","Slovakian Wirehaired Pointer","slovakian-wirehaired-pointer","Featured Image","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/688e63da183ff7b96a81ffac_lovakian-wirehaired-pointer-dog-breed-sitting-on-forest-path.avif","","breed-slovakian-wirehaired-pointer-profile.avif","/images/breeds/breed-slovakian-wirehaired-pointer-profile.avif","not_started","No local file matched yet."
"High","Dog Parks","Andy Livingstone","andy-livingstone-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf8248d43e4eb440ee42_golden-retriever-in-forest-edge-dog-park.png","","park-andy-livingstone-dog-park-image.png","/images/parks/park-andy-livingstone-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Andy Livingstone","balaclava-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png","","park-balaclava-dog-park-image.png","/images/parks/park-balaclava-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Bayview Park","bayview-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6839fed3cc1d4f6c27cc82b4_bayview-park-burlington-on.png","","park-bayview-park-image.png","/images/parks/park-bayview-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Bonavista","bonavista","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683b1ddd99d4134a28d49bb1_bonavista-off-leash-area-calgary-leash-free-dog-park.jpg","","park-bonavista-image.jpg","/images/parks/park-bonavista-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Bowmont Park","bowmont-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a5d67de0a388c0cb03029_bowmont-dog-park.png","","park-bowmont-park-image.png","/images/parks/park-bowmont-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Bronte Creek Provincial Park","bronte-creek-provincial-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68404b340b29131142ce3cf5_bronte-creek-provincial-park.jpg","","park-bronte-creek-provincial-park-image.jpg","/images/parks/park-bronte-creek-provincial-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Burgoyne Woods Leash-Free Dog Park","burgoyne-woods-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6841e52e25871381dc760c35_Burgoyne%20Woods%20dog%20Park.jpg","","park-burgoyne-woods-park-image.jpg","/images/parks/park-burgoyne-woods-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Burrard View Park","burrard-view-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf9fe489f2f6a3b7d375_dog-park-open-space-with-dog-on-grass.png","","park-burrard-view-dog-park-vancouver-image.png","/images/parks/park-burrard-view-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","CRAB Park at Portside","crab-park-at-portside-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfcb959daf711b63b8f2_spacious-dog-park-with-trees-and-grass.jpg.png","","park-crab-park-at-portside-dog-park-image.png","/images/parks/park-crab-park-at-portside-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Cassels Avenue Playground","cassels-avenue-playground","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842df1a4eaff16e4dd77650_A%20dog%20enjoying%20the%20Dogs%20Off-Leash%20Area%20at%20Cassels%20Avenue%20Playground..jpg","","park-cassels-avenue-playground-image.jpg","/images/parks/park-cassels-avenue-playground-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Central Park","central-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf8248d43e4eb440ee42_golden-retriever-in-forest-edge-dog-park.png","","park-central-park-image.png","/images/parks/park-central-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Charleson Park","charleson-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfb0649f9ed0a87de7c1_dog-park-daytime-with-dog-and-grassy-field.png","","park-charleson-dog-park-image.png","/images/parks/park-charleson-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Colin Alton Parkette","colin-alton-parkette","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a01d98e772167f18a4d16_Colin%20Alton%20Parkette%20%E2%80%93%20Leash-Free%20Dog%20Area.png","","park-colin-alton-parkette-image.png","/images/parks/park-colin-alton-parkette-image.png","not_started","No local file matched yet."
"High","Dog Parks","Community Common","community-common","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840b325d245de2f3ad4139b_Community%20Common.jpg","","park-community-common-image.jpg","/images/parks/park-community-common-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Coopers' Park","coopers-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6130c1a241f2ffa462_weimaraners-in-sunny-dog-park-grassy-field.png","","park-coopers-dog-park-image.png","/images/parks/park-coopers-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Coxwell Ravine Park","coxwell-ravine-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6841f3735fe1217bd1edde3c_Coxwell%20Ravine%20Park%20(Leash-Free%20Dog%20Area","","park-coxwell-ravine-park-image.jpg","/images/parks/park-coxwell-ravine-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Dale Hodges Park","dale-hodges-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a5eb23c874a2bf97a52b0_dale-hodges-park-sign-with-dog.png","","park-dale-hodges-park-image.png","/images/parks/park-dale-hodges-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Deer Ridge Park","deer-ridge-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683b1d7300277777e67f1034_deer-ridge-off-leash-area-calgary-leash-free-dog-park.jpg","","park-deer-ridge-park-image.jpg","/images/parks/park-deer-ridge-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Devonian Harbour","devonian-harbour-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfcb959daf711b63b8f2_spacious-dog-park-with-trees-and-grass.jpg.png","","park-devonian-harbour-dog-park-image.png","/images/parks/park-devonian-harbour-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Dusty Greenwell Park","dusty-greenwell-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf9fe489f2f6a3b7d375_dog-park-open-space-with-dog-on-grass.png","","park-dusty-greenwell-dog-park-vancouver-image.png","/images/parks/park-dusty-greenwell-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Edworthy Park","edworthy-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a5cabcca84f4da818e8d3_Edworthy%20Park.png","","park-edworthy-park-image.png","/images/parks/park-edworthy-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Emery Barnes","emery-barnes-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfb0649f9ed0a87de7c1_dog-park-daytime-with-dog-and-grassy-field.png","","park-emery-barnes-dog-park-image.png","/images/parks/park-emery-barnes-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Etobicoke Valley Dog Park","etobicoke-valley-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840a03860a5f67a96d91b4e_Etobicoke%20Valley%20Dog%20Park.jpg","","park-etobicoke-valley-dog-park-image.jpg","/images/parks/park-etobicoke-valley-dog-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Everett Crowley","everett-crowley-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png","","park-everett-crowley-dog-park-image.png","/images/parks/park-everett-crowley-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Falaise Park","falaise-park-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfe87efc310352d3b1de_golden-retriever-in-dog-park-open-field.jpg.png","","park-falaise-park-dog-park-image.png","/images/parks/park-falaise-park-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Falaise Park","falaise-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf9fe489f2f6a3b7d375_dog-park-open-space-with-dog-on-grass.png","","park-falaise-dog-park-image.png","/images/parks/park-falaise-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Falaise Park","falaise-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf8248d43e4eb440ee42_golden-retriever-in-forest-edge-dog-park.png","","park-falaise-dog-park-vancouver-image.png","/images/parks/park-falaise-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Fraser River Park","fraser-river-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfb0649f9ed0a87de7c1_dog-park-daytime-with-dog-and-grassy-field.png","","park-fraser-river-dog-park-image.png","/images/parks/park-fraser-river-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Fraserview Golf Course","fraserview-golf-course-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfb0649f9ed0a87de7c1_dog-park-daytime-with-dog-and-grassy-field.png","","park-fraserview-golf-course-vancouver-image.png","/images/parks/park-fraserview-golf-course-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Garnetwood Park","garnetwood-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840b38a22145b4d4d0b563f_Garnetwood%20Park.jpg","","park-garnetwood-park-image.jpg","/images/parks/park-garnetwood-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","George Park","george-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf905e0c4fbbb9bdd02a_dog-park-pathway-with-dog-and-trees.png","","park-george-dog-park-vancouver-image.png","/images/parks/park-george-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Gerrard - Carlaw Parkette","gerrard-carlaw-parkette","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68432da8127fac1916644dbc_Parkland%20at%20Gerrard%20-%20Carlaw%20Parkette.jpg","","park-gerrard-carlaw-parkette-image.jpg","/images/parks/park-gerrard-carlaw-parkette-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Glenashton Park","glenashton-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/684045e99232f0bf0d68412f_glenashton-park.jpg","","park-glenashton-park-image.jpg","/images/parks/park-glenashton-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Hadden Park","hadden-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfcb959daf711b63b8f2_spacious-dog-park-with-trees-and-grass.jpg.png","","park-hadden-dog-park-image.png","/images/parks/park-hadden-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Hidden Valley Park","hidden-valley-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a035efa039308d622d1c1_Hidden%20Valley%20Park%20%E2%80%93%20Leash-Free%20Dog%20Area.png","","park-hidden-valley-park-image.png","/images/parks/park-hidden-valley-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Hinge Park (Southeast False Creek)","hinge-park-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf8248d43e4eb440ee42_golden-retriever-in-forest-edge-dog-park.png","","park-hinge-park-dog-park-image.png","/images/parks/park-hinge-park-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Jack Darling Park","jack-darling-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840b47548f617dd5169f00b_Jack%20Darling%20Memorial%20Dog%20Park.jpg","","park-jack-darling-park-image.jpg","/images/parks/park-jack-darling-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","John Hendry","john-hendry-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfe87efc310352d3b1de_golden-retriever-in-dog-park-open-field.jpg.png","","park-john-hendry-dog-park-image.png","/images/parks/park-john-hendry-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","Jones Park","jones-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png","","park-jones-dog-park-vancouver-image.png","/images/parks/park-jones-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Killarney Park","killarney-park-dog-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf8248d43e4eb440ee42_golden-retriever-in-forest-edge-dog-park.png","","park-killarney-park-dog-park-image.png","/images/parks/park-killarney-park-dog-park-image.png","not_started","No local file matched yet."
"High","Dog Parks","King Road","king-road","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/684096b18e8413c507ae722d_King%20Road%20Leash-Free%20Dog%20Park.jpg","","park-king-road-image.jpg","/images/parks/park-king-road-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Kingcrest Park","kingcrest-dog-park-vancouver","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bfe87efc310352d3b1de_golden-retriever-in-dog-park-open-field.jpg.png","","park-kingcrest-dog-park-vancouver-image.png","/images/parks/park-kingcrest-dog-park-vancouver-image.png","not_started","No local file matched yet."
"High","Dog Parks","Kingsford Gardens","kingsford-gardens","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840599c74e4cc86ef8305ff_Kingsford%20Gardens%20(Leash-Free%20Dog%20Area","","park-kingsford-gardens-image.jpg","/images/parks/park-kingsford-gardens-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Lake Bonavista Off-Leash Area","lake-bonavista","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683b1b8891ec2f6888a679d6_lake-bonavista-off-leash-area-calgary-leash-free-dog-park.jpg","","park-lake-bonavista-image.jpg","/images/parks/park-lake-bonavista-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Legacy Park","legacy-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683b1cf499d4134a28d42944_legacy-off-leash-area-calgary-leash-free-dog-park.jpg","","park-legacy-park-image.jpg","/images/parks/park-legacy-park-image.jpg","not_started","No local file matched yet."
"High","Dog Parks","Linkwood Lane Park","linkwood-lane-park","Media","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6841f1f136731e2cd913c20a_Linkwood%20Lane%20Park%20(Leash-Free%20Dog%20Area","","park-linkwood-lane-park-image.jpg","/images/parks/park-linkwood-lane-park-image.jpg","not_started","No local file matched yet."
