"route","title","meta_description","h1_count","text_length","broken_internal_links","redirect_covered_links","broken_images","placeholder_images","canonical","missing_from_sitemap","notes"
"/dog-breeds/cane-corso/","Cane Corso – Traits, Shedding & Exercise in Canada | LeashFree.ca","Thinking about a Cane Corso? Get clear answers on temperament, exercise, moderate-shedding and health so Canadian families can choose with confidence.","1","7443","","","","0","https://leashfree.ca/dog-breeds/cane-corso/","no",""
"/dog-breeds/cardigan-welsh-corgi/","Cardigan Welsh Corgi – Traits, Shedding & Exercise | LeashFree.ca","Discover the Cardigan Welsh Corgi, a active companion. Learn about temperament, moderate-shedding habits, exercise and health tips to see if it fits Canadian...","1","6676","","","","0","https://leashfree.ca/dog-breeds/cardigan-welsh-corgi/","no",""
"/dog-breeds/carolina-dog/","Carolina Dog – Traits, Shedding & Exercise in Canada | LeashFree.ca","Discover the Carolina Dog, a active companion. Learn about temperament, moderate-shedding habits, exercise and health tips to see if it fits Canadian families.","1","6673","","","","0","https://leashfree.ca/dog-breeds/carolina-dog/","no",""
"/dog-breeds/catahoula-leopard-dog/","Catahoula Leopard Dog – Traits, Shedding & Exercise | LeashFree.ca","Thinking about a Catahoula Leopard Dog? Get clear answers on temperament, exercise, low-to-moderate shedding and health so Canadian families can choose with...","1","7256","","","","0","https://leashfree.ca/dog-breeds/catahoula-leopard-dog/","no",""
"/dog-breeds/caucasian-shepherd-dog/","Caucasian Shepherd Dog – Traits, Shedding & Exercise | LeashFree.ca","Discover the Caucasian Shepherd Dog, a active companion. Learn about temperament, moderate-shedding habits, exercise and health tips to see if it fits Canadi...","1","7330","","","","0","https://leashfree.ca/dog-breeds/caucasian-shepherd-dog/","no",""
"/dog-breeds/cavalier-king-charles-spaniel/","Cavalier King Charles Spaniel – Breed Facts & Care | LeashFree.ca","Is the Cavalier King Charles Spaniel right for you? We cover temperament, training, seasonal shedding levels, exercise and health—plus practical advice for C...","1","4146","","","","0","https://leashfree.ca/dog-breeds/cavalier-king-charles-spaniel/","no",""
"/dog-breeds/cavapoo/","Cavapoo – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the Cavapoo: smart and high-energy. Explore temperament, seasonal shedding info, training, grooming and health to decide if it suits your lifestyle in C...","1","2182","","","","0","https://leashfree.ca/dog-breeds/cavapoo/","no",""
"/dog-breeds/central-asian-shepherd-dog/","Central Asian Shepherd Dog – Breed Facts & Care | LeashFree.ca","Central Asian Shepherd Dog guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","7780","","","","0","https://leashfree.ca/dog-breeds/central-asian-shepherd-dog/","no",""
"/dog-breeds/cesky-terrier/","Cesky Terrier – Traits, Shedding & Exercise in Canada | LeashFree.ca","Thinking about a Cesky Terrier? Get clear answers on temperament, exercise, seasonal shedding and health so Canadian families can choose with confidence.","1","5777","","","","0","https://leashfree.ca/dog-breeds/cesky-terrier/","no",""
"/dog-breeds/chesapeake-bay-retriever/","Chesapeake Bay Retriever – Traits, Shedding & Exercise | LeashFree.ca","Thinking about a Chesapeake Bay Retriever? Get clear answers on temperament, exercise, low-to-moderate shedding and health so Canadian families can choose wi...","1","7142","","","","0","https://leashfree.ca/dog-breeds/chesapeake-bay-retriever/","no",""
"/dog-breeds/chihuahua/","Chihuahua – Traits, Shedding & Exercise in Canada | LeashFree.ca","Chihuahua guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","6653","","","","0","https://leashfree.ca/dog-breeds/chihuahua/","no",""
"/dog-breeds/chinese-crested/","Chinese Crested – Traits, Shedding & Exercise in Canada | LeashFree.ca","Chinese Crested guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","6944","","","","0","https://leashfree.ca/dog-breeds/chinese-crested/","no",""
"/dog-breeds/chinese-shar-pei/","Chinese Shar-Pei – Size, Energy & Grooming in Canada | LeashFree.ca","Chinese Shar-Pei guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","6914","","","","0","https://leashfree.ca/dog-breeds/chinese-shar-pei/","no",""
"/dog-breeds/chinook/","Chinook – Traits, Shedding & Exercise in Canada | LeashFree.ca","Thinking about a Chinook? Get clear answers on temperament, exercise, moderate-shedding and health so Canadian families can choose with confidence.","1","6921","","","","0","https://leashfree.ca/dog-breeds/chinook/","no",""
"/dog-breeds/chiweenie/","Chiweenie – Traits, Shedding & Exercise in Canada | LeashFree.ca","Chiweenie guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","3026","","","","0","https://leashfree.ca/dog-breeds/chiweenie/","no",""
"/dog-breeds/chow-chow/","Chow Chow – Traits, Shedding & Exercise in Canada | LeashFree.ca","Thinking about a Chow Chow? Get clear answers on temperament, exercise, moderate-shedding and health so Canadian families can choose with confidence.","1","6869","","","","0","https://leashfree.ca/dog-breeds/chow-chow/","no",""
"/dog-breeds/cirneco-delletna/","Cirneco dell’Etna – Size, Energy & Grooming in Canada | LeashFree.ca","Thinking about a Cirneco dell’Etna? Get clear answers on temperament, exercise, seasonal shedding and health so Canadian families can choose with confidence.","1","6424","","","","0","https://leashfree.ca/dog-breeds/cirneco-delletna/","no",""
"/dog-breeds/clumber-spaniel/","Clumber Spaniel – Traits, Shedding & Exercise in Canada | LeashFree.ca","Clumber Spaniel guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","5272","","","","0","https://leashfree.ca/dog-breeds/clumber-spaniel/","no",""
"/dog-breeds/cockapoo/","Cockapoo – Traits, Shedding & Exercise in Canada | LeashFree.ca","Discover the Cockapoo, a adaptable companion. Learn about temperament, seasonal shedding habits, exercise and health tips to see if it fits Canadian families.","1","2113","","","","0","https://leashfree.ca/dog-breeds/cockapoo/","no",""
"/dog-breeds/cocker-spaniel/","Cocker Spaniel – Traits, Shedding & Exercise in Canada | LeashFree.ca","Discover the Cocker Spaniel, a adaptable companion. Learn about temperament, seasonal shedding habits, exercise and health tips to see if it fits Canadian fa...","1","5142","","","","0","https://leashfree.ca/dog-breeds/cocker-spaniel/","no",""
"/dog-breeds/collie/","Collie – Traits, Shedding & Exercise in Canada | LeashFree.ca","Collie guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","5103","","","","0","https://leashfree.ca/dog-breeds/collie/","no",""
"/dog-breeds/coton-de-tulear/","Coton de Tulear – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the Coton de Tulear: smart and adaptable. Explore temperament, moderate-shedding info, training, grooming and health to decide if it suits your lifestyl...","1","5260","","","","0","https://leashfree.ca/dog-breeds/coton-de-tulear/","no",""
"/dog-breeds/croatian-sheepdog/","Croatian Sheepdog – Size, Energy & Grooming in Canada | LeashFree.ca","Discover the Croatian Sheepdog, a active companion. Learn about temperament, low-to-moderate shedding habits, exercise and health tips to see if it fits Cana...","1","4952","","","","0","https://leashfree.ca/dog-breeds/croatian-sheepdog/","no",""
"/dog-breeds/curly-coated-retriever/","Curly-Coated Retriever – Traits, Shedding & Exercise | LeashFree.ca","Thinking about a Curly-Coated Retriever? Get clear answers on temperament, exercise, seasonal shedding and health so Canadian families can choose with confid...","1","5257","","","","0","https://leashfree.ca/dog-breeds/curly-coated-retriever/","no",""
"/dog-breeds/czechoslovakian-vlcak/","Czechoslovakian Vlcak – Traits, Shedding & Exercise | LeashFree.ca","Is the Czechoslovakian Vlcak right for you? We cover temperament, training, seasonal shedding levels, exercise and health—plus practical advice for Canadian...","1","5012","","","","0","https://leashfree.ca/dog-breeds/czechoslovakian-vlcak/","no",""
"/dog-breeds/dachshund/","Dachshund – Traits, Shedding & Exercise in Canada | LeashFree.ca","Discover the Dachshund, a moderate-energy companion. Learn about temperament, seasonal shedding habits, exercise and health tips to see if it fits Canadian f...","1","4965","","","","0","https://leashfree.ca/dog-breeds/dachshund/","no",""
"/dog-breeds/dalmatian/","Dalmatian – Traits, Shedding & Exercise in Canada | LeashFree.ca","Is the Dalmatian right for you? We cover temperament, training, moderate-shedding levels, exercise and health—plus practical advice for Canadian owners.","1","4860","","","","0","https://leashfree.ca/dog-breeds/dalmatian/","no",""
"/dog-breeds/dandie-dinmont-terrier/","Dandie Dinmont Terrier – Traits, Shedding & Exercise | LeashFree.ca","Meet the Dandie Dinmont Terrier: smart and moderate-energy. Explore temperament, moderate-shedding info, training, grooming and health to decide if it suits...","1","6781","","","","0","https://leashfree.ca/dog-breeds/dandie-dinmont-terrier/","no",""
"/dog-breeds/danish-swedish-farmdog/","Danish-Swedish Farmdog – Traits, Shedding & Exercise | LeashFree.ca","Is the Danish-Swedish Farmdog right for you? We cover temperament, training, low-to-moderate shedding levels, exercise and health—plus practical advice for C...","1","5240","","","","0","https://leashfree.ca/dog-breeds/danish-swedish-farmdog/","no",""
"/dog-breeds/deutscher-wachtelhund/","Deutscher Wachtelhund – Traits, Shedding & Exercise | LeashFree.ca","Is the Deutscher Wachtelhund right for you? We cover temperament, training, low-to-moderate shedding levels, exercise and health—plus practical advice for Ca...","1","5097","","","","0","https://leashfree.ca/dog-breeds/deutscher-wachtelhund/","no",""
"/dog-breeds/doberman-pinscher/","Doberman Pinscher – Size, Energy & Grooming in Canada | LeashFree.ca","Is the Doberman Pinscher right for you? We cover temperament, training, moderate-shedding levels, exercise and health—plus practical advice for Canadian owners.","1","4739","","","","0","https://leashfree.ca/dog-breeds/doberman-pinscher/","no",""
"/dog-breeds/dogo-argentino/","Dogo Argentino – Traits, Shedding & Exercise in Canada | LeashFree.ca","Discover the Dogo Argentino, a high-energy companion. Learn about temperament, moderate-shedding habits, exercise and health tips to see if it fits Canadian...","1","5148","","","","0","https://leashfree.ca/dog-breeds/dogo-argentino/","no",""
"/dog-breeds/dogue-de-bordeaux/","Dogue de Bordeaux – Size, Energy & Grooming in Canada | LeashFree.ca","Is the Dogue de Bordeaux right for you? We cover temperament, training, seasonal shedding levels, exercise and health—plus practical advice for Canadian owners.","1","5068","","","","0","https://leashfree.ca/dog-breeds/dogue-de-bordeaux/","no",""
"/dog-breeds/drentsche-patrijshond/","Drentsche Patrijshond – Traits, Shedding & Exercise | LeashFree.ca","Drentsche Patrijshond guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","5354","","","","0","https://leashfree.ca/dog-breeds/drentsche-patrijshond/","no",""
"/dog-breeds/dutch-shepherd/","Dutch Shepherd – Traits, Shedding & Exercise in Canada | LeashFree.ca","Is the Dutch Shepherd right for you? We cover temperament, training, low-to-moderate shedding levels, exercise and health—plus practical advice for Canadian...","1","5581","","","","0","https://leashfree.ca/dog-breeds/dutch-shepherd/","no",""
"/dog-breeds/english-cocker-spaniel/","English Cocker Spaniel – Traits, Shedding & Exercise | LeashFree.ca","Discover the English Cocker Spaniel, a moderate-energy companion. Learn about temperament, seasonal shedding habits, exercise and health tips to see if it fi...","1","5117","","","","0","https://leashfree.ca/dog-breeds/english-cocker-spaniel/","no",""
"/dog-breeds/english-foxhound/","English Foxhound – Size, Energy & Grooming in Canada | LeashFree.ca","Thinking about a English Foxhound? Get clear answers on temperament, exercise, moderate-shedding and health so Canadian families can choose with confidence.","1","5203","","","","0","https://leashfree.ca/dog-breeds/english-foxhound/","no",""
"/dog-breeds/english-setter/","English Setter – Traits, Shedding & Exercise in Canada | LeashFree.ca","Discover the English Setter, a moderate-energy companion. Learn about temperament, low-to-moderate shedding habits, exercise and health tips to see if it fit...","1","5402","","","","0","https://leashfree.ca/dog-breeds/english-setter/","no",""
"/dog-breeds/english-springer-spaniel/","English Springer Spaniel – Traits, Shedding & Exercise | LeashFree.ca","English Springer Spaniel guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","5332","","","","1","https://leashfree.ca/dog-breeds/english-springer-spaniel/","no",""
"/dog-breeds/english-toy-spaniel/","English Toy Spaniel – Size, Energy & Grooming in Canada | LeashFree.ca","Meet the English Toy Spaniel: smart and active. Explore temperament, moderate-shedding info, training, grooming and health to decide if it suits your lifesty...","1","5434","","","","0","https://leashfree.ca/dog-breeds/english-toy-spaniel/","no",""
"/dog-breeds/entlebucher-mountain-dog/","Entlebucher Mountain Dog – Traits, Shedding & Exercise | LeashFree.ca","Thinking about a Entlebucher Mountain Dog? Get clear answers on temperament, exercise, seasonal shedding and health so Canadian families can choose with conf...","1","5056","","","","0","https://leashfree.ca/dog-breeds/entlebucher-mountain-dog/","no",""
"/dog-breeds/estrela-mountain-dog/","Estrela Mountain Dog – Traits, Shedding & Exercise | LeashFree.ca","Thinking about a Estrela Mountain Dog? Get clear answers on temperament, exercise, seasonal shedding and health so Canadian families can choose with confidence.","1","5108","","","","0","https://leashfree.ca/dog-breeds/estrela-mountain-dog/","no",""
"/dog-breeds/eurasier/","Eurasier – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the Eurasier: smart and moderate-energy. Explore temperament, low-to-moderate shedding info, training, grooming and health to decide if it suits your li...","1","5372","","","","0","https://leashfree.ca/dog-breeds/eurasier/","no",""
"/dog-breeds/field-spaniel/","Field Spaniel – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the Field Spaniel: smart and high-energy. Explore temperament, seasonal shedding info, training, grooming and health to decide if it suits your lifestyl...","1","5664","","","","0","https://leashfree.ca/dog-breeds/field-spaniel/","no",""
"/dog-breeds/finnish-lapphund/","Finnish Lapphund – Size, Energy & Grooming in Canada | LeashFree.ca","Finnish Lapphund guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","5744","","","","0","https://leashfree.ca/dog-breeds/finnish-lapphund/","no",""
"/dog-breeds/finnish-spitz/","Finnish Spitz – Traits, Shedding & Exercise in Canada | LeashFree.ca","Finnish Spitz guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","5433","","","","0","https://leashfree.ca/dog-breeds/finnish-spitz/","no",""
"/dog-breeds/flat-coated-retriever/","Flat-Coated Retriever – Traits, Shedding & Exercise | LeashFree.ca","Flat-Coated Retriever guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","5355","","","","0","https://leashfree.ca/dog-breeds/flat-coated-retriever/","no",""
"/dog-breeds/french-bulldog/","French Bulldog – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the French Bulldog: smart and high-energy. Explore temperament, low-to-moderate shedding info, training, grooming and health to decide if it suits your...","1","5477","","","","0","https://leashfree.ca/dog-breeds/french-bulldog/","no",""
"/dog-breeds/gerberian-shepsky/","Gerberian Shepsky – Size, Energy & Grooming in Canada | LeashFree.ca","Thinking about a Gerberian Shepsky? Get clear answers on temperament, exercise, moderate-shedding and health so Canadian families can choose with confidence.","1","3589","","","","0","https://leashfree.ca/dog-breeds/gerberian-shepsky/","no",""
"/dog-breeds/german-longhaired-pointer/","German Longhaired Pointer – Traits, Shedding & Exercise | LeashFree.ca","Discover the German Longhaired Pointer, a adaptable companion. Learn about temperament, moderate-shedding habits, exercise and health tips to see if it fits...","1","1015","","","","0","https://leashfree.ca/dog-breeds/german-longhaired-pointer/","no",""
"/dog-breeds/german-pinscher/","German Pinscher – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the German Pinscher: smart and moderate-energy. Explore temperament, low-to-moderate shedding info, training, grooming and health to decide if it suits...","1","5338","","","","0","https://leashfree.ca/dog-breeds/german-pinscher/","no",""
"/dog-breeds/german-shepherd/","German Shepherd – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the German Shepherd: smart and moderate-energy. Explore temperament, seasonal shedding info, training, grooming and health to decide if it suits your li...","1","5285","","","","0","https://leashfree.ca/dog-breeds/german-shepherd/","no",""
"/dog-breeds/german-shepherd-dog/","German Shepherd Dog – Size, Energy & Grooming in Canada | LeashFree.ca","Meet the German Shepherd Dog: smart and high-energy. Explore temperament, moderate-shedding info, training, grooming and health to decide if it suits your li...","1","5512","","","","0","https://leashfree.ca/dog-breeds/german-shepherd-dog/","no",""
"/dog-breeds/german-shorthaired-pointer/","German Shorthaired Pointer – Breed Facts & Care | LeashFree.ca","Thinking about a German Shorthaired Pointer? Get clear answers on temperament, exercise, seasonal shedding and health so Canadian families can choose with co...","1","1011","","","","0","https://leashfree.ca/dog-breeds/german-shorthaired-pointer/","no",""
"/dog-breeds/german-spitz/","German Spitz – Traits, Shedding & Exercise in Canada | LeashFree.ca","Is the German Spitz right for you? We cover temperament, training, low-to-moderate shedding levels, exercise and health—plus practical advice for Canadian ow...","1","988","","","","0","https://leashfree.ca/dog-breeds/german-spitz/","no",""
"/dog-breeds/german-wirehaired-pointer/","German Wirehaired Pointer – Traits, Shedding & Exercise | LeashFree.ca","Is the German Wirehaired Pointer right for you? We cover temperament, training, low-to-moderate shedding levels, exercise and health—plus practical advice fo...","1","1017","","","","0","https://leashfree.ca/dog-breeds/german-wirehaired-pointer/","no",""
"/dog-breeds/giant-schnauzer/","Giant Schnauzer – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the Giant Schnauzer: smart and active. Explore temperament, low-to-moderate shedding info, training, grooming and health to decide if it suits your life...","1","997","","","","1","https://leashfree.ca/dog-breeds/giant-schnauzer/","no",""
"/dog-breeds/glen-of-imaal-terrier/","Glen of Imaal Terrier – Traits, Shedding & Exercise | LeashFree.ca","Meet the Glen of Imaal Terrier: smart and active. Explore temperament, seasonal shedding info, training, grooming and health to decide if it suits your lifes...","1","5501","","","","0","https://leashfree.ca/dog-breeds/glen-of-imaal-terrier/","no",""
"/dog-breeds/goldador/","Goldador – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the Goldador: smart and high-energy. Explore temperament, moderate-shedding info, training, grooming and health to decide if it suits your lifestyle in...","1","3650","","","","0","https://leashfree.ca/dog-breeds/goldador/","no",""
"/dog-breeds/golden-retriever/","Golden Retriever – Size, Energy & Grooming in Canada | LeashFree.ca","Is the Golden Retriever right for you? We cover temperament, training, low-to-moderate shedding levels, exercise and health—plus practical advice for Canadia...","1","7408","","","","0","https://leashfree.ca/dog-breeds/golden-retriever/","no",""
"/dog-breeds/goldendoodle/","Goldendoodle – Traits, Shedding & Exercise in Canada | LeashFree.ca","Is the Goldendoodle right for you? We cover temperament, training, seasonal shedding levels, exercise and health—plus practical advice for Canadian owners.","1","3295","","","","0","https://leashfree.ca/dog-breeds/goldendoodle/","no",""
"/dog-breeds/gordon-setter/","Gordon Setter – Traits, Shedding & Exercise in Canada | LeashFree.ca","Thinking about a Gordon Setter? Get clear answers on temperament, exercise, low-to-moderate shedding and health so Canadian families can choose with confidence.","1","991","","","","1","https://leashfree.ca/dog-breeds/gordon-setter/","no",""
"/dog-breeds/grand-basset-griffon-vendeen/","Grand Basset Griffon Vendeen – Breed Facts & Care | LeashFree.ca","Is the Grand Basset Griffon Vendeen right for you? We cover temperament, training, seasonal shedding levels, exercise and health—plus practical advice for Ca...","1","1017","","","","1","https://leashfree.ca/dog-breeds/grand-basset-griffon-vendeen/","no",""
"/dog-breeds/great-bernese/","Great Bernese – Traits, Shedding & Exercise in Canada | LeashFree.ca","Thinking about a Great Bernese? Get clear answers on temperament, exercise, seasonal shedding and health so Canadian families can choose with confidence.","1","3376","","","","0","https://leashfree.ca/dog-breeds/great-bernese/","no",""
"/dog-breeds/great-dane/","Great Dane – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the Great Dane: smart and adaptable. Explore temperament, moderate-shedding info, training, grooming and health to decide if it suits your lifestyle in...","1","5084","","","","0","https://leashfree.ca/dog-breeds/great-dane/","no",""
"/dog-breeds/great-pyrenees/","Great Pyrenees – Traits, Shedding & Exercise in Canada | LeashFree.ca","Great Pyrenees guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","968","","","","1","https://leashfree.ca/dog-breeds/great-pyrenees/","no",""
"/dog-breeds/greater-swiss-mountain-dog/","Greater Swiss Mountain Dog – Breed Facts & Care | LeashFree.ca","Meet the Greater Swiss Mountain Dog: smart and moderate-energy. Explore temperament, moderate-shedding info, training, grooming and health to decide if it su...","1","4084","","","","1","https://leashfree.ca/dog-breeds/greater-swiss-mountain-dog/","no",""
"/dog-breeds/greyhound/","Greyhound – Traits, Shedding & Exercise in Canada | LeashFree.ca","Discover the Greyhound, a moderate-energy companion. Learn about temperament, seasonal shedding habits, exercise and health tips to see if it fits Canadian f...","1","5503","","","","0","https://leashfree.ca/dog-breeds/greyhound/","no",""
"/dog-breeds/group/herding-dogs/","Herding Dogs in Canada – Smart, High‑Energy Breeds to Train | LeashFree.ca","Considering a Herding breed? Learn about intelligence, energy, shedding and training needs for Canadian homes and seasons.","1","9366","","","","0","https://leashfree.ca/dog-breeds/group/herding-dogs/","no",""
"/dog-breeds/group/hound-dogs/","Hound Dogs: Temperament, Exercise & Care in Canada | LeashFree.ca","Explore Hound breeds - scent and sight hounds with unique exercise and training needs for Canadian families and adventurers.","1","8836","","","","0","https://leashfree.ca/dog-breeds/group/hound-dogs/","no",""
"/dog-breeds/group/hybrid-designer-mixes/","Designer & Doodle Mixes in Canada – Temperament, Grooming & Family Fit | LeashFree.ca","See Canada’s popular hybrid and Doodle mixes. Compare temperament, coat care, shedding and trainability for family life.","1","7859","","","","0","https://leashfree.ca/dog-breeds/group/hybrid-designer-mixes/","no",""
"/dog-breeds/group/miscellaneous/","Miscellaneous Dog Breeds in Canada – Rare & Emerging Breeds | LeashFree.ca","Explore rare and developing dog breeds in Canada. Learn about their origins, traits, and why they’re part of the CKC Miscellaneous Class.","1","3351","","","","0","https://leashfree.ca/dog-breeds/group/miscellaneous/","no",""
"/dog-breeds/group/non-sporting-dogs/","Non‑Sporting Dog Breeds in Canada – Temperament, Size & Care | LeashFree.ca","Explore Non‑Sporting breeds with varied coats and personalities. Compare temperament, grooming and activity needs for Canadian lifestyles.","1","5023","","","","0","https://leashfree.ca/dog-breeds/group/non-sporting-dogs/","no",""
"/dog-breeds/group/sporting-dogs/","Sporting Dogs: Traits, Care & Top Breeds in Canada | LeashFree.ca","Explore Sporting dog breeds for Canadian families. Compare temperament, exercise, shedding and health to pick the right active companion.","1","9431","","","","0","https://leashfree.ca/dog-breeds/group/sporting-dogs/","no",""
"/dog-breeds/group/terrier-dogs/","Terrier Dogs: Grooming, Training & Energy Needs in Canada | LeashFree.ca","Compare Terrier breeds by temperament, grooming and exercise. Learn which Terriers fit Canadian homes and active lifestyles.","1","8007","","","","0","https://leashfree.ca/dog-breeds/group/terrier-dogs/","no",""
"/dog-breeds/group/toy-dogs/","Toy Dog Breeds for Canada: Temperament, Shedding & Care | LeashFree.ca","Discover Toy breeds suited to Canadian condos and city living. Compare temperament, grooming and daily exercise needs.","1","4638","","","","0","https://leashfree.ca/dog-breeds/group/toy-dogs/","no",""
"/dog-breeds/group/working-dogs/","Working Dogs in Canada – Guardians, Energy & Care | LeashFree.ca","Discover Working dogs built for strength and resilience. Learn about temperament, exercise and cold-weather suitability for Canadian homes.","1","10183","","","","0","https://leashfree.ca/dog-breeds/group/working-dogs/","no",""
"/dog-breeds/hamiltonstovare/","Hamiltonstovare – Traits, Shedding & Exercise in Canada | LeashFree.ca","Hamiltonstovare guide for Canadian owners: temperament, exercise needs, grooming and common health issues. Learn how to care for this breed at home.","1","3456","","","","1","https://leashfree.ca/dog-breeds/hamiltonstovare/","no",""
"/dog-breeds/harrier/","Harrier – Traits, Shedding & Exercise in Canada | LeashFree.ca","Is the Harrier right for you? We cover temperament, training, low-to-moderate shedding levels, exercise and health—plus practical advice for Canadian owners.","1","3214","","","","1","https://leashfree.ca/dog-breeds/harrier/","no",""
"/dog-breeds/havanese/","Havanese – Traits, Shedding & Exercise in Canada | LeashFree.ca","Is the Havanese right for you? We cover temperament, training, moderate-shedding levels, exercise and health—plus practical advice for Canadian owners.","1","5128","","","","0","https://leashfree.ca/dog-breeds/havanese/","no",""
"/dog-breeds/havapoo-poovanese/","Havapoo (Poovanese) – Size, Energy & Grooming in Canada | LeashFree.ca","Meet the Havapoo (Poovanese): smart and active. Explore temperament, seasonal shedding info, training, grooming and health to decide if it suits your lifesty...","1","3904","","","","0","https://leashfree.ca/dog-breeds/havapoo-poovanese/","no",""
"/dog-breeds/hokkaido/","Hokkaido – Traits, Shedding & Exercise in Canada | LeashFree.ca","Discover the Hokkaido, a adaptable companion. Learn about temperament, seasonal shedding habits, exercise and health tips to see if it fits Canadian families.","1","3524","","","","1","https://leashfree.ca/dog-breeds/hokkaido/","no",""
"/dog-breeds/hovawart/","Hovawart – Traits, Shedding & Exercise in Canada | LeashFree.ca","Thinking about a Hovawart? Get clear answers on temperament, exercise, seasonal shedding and health so Canadian families can choose with confidence.","1","5407","","","","0","https://leashfree.ca/dog-breeds/hovawart/","no",""
"/dog-breeds/husky-collie-mix/","Husky Collie Mix – Size, Energy & Grooming in Canada | LeashFree.ca","Discover the Husky Collie Mix, a adaptable companion. Learn about temperament, seasonal shedding habits, exercise and health tips to see if it fits Canadian...","1","3116","","","","0","https://leashfree.ca/dog-breeds/husky-collie-mix/","no",""
"/dog-breeds/husky-retriever-mix/","Husky Retriever Mix – Size, Energy & Grooming in Canada | LeashFree.ca","Meet the Husky Retriever Mix: smart and moderate-energy. Explore temperament, seasonal shedding info, training, grooming and health to decide if it suits you...","1","3009","","","","1","https://leashfree.ca/dog-breeds/husky-retriever-mix/","no",""
"/dog-breeds/ibizan-hound/","Ibizan Hound – Traits, Shedding & Exercise in Canada | LeashFree.ca","Is the Ibizan Hound right for you? We cover temperament, training, seasonal shedding levels, exercise and health—plus practical advice for Canadian owners.","1","3596","","","","1","https://leashfree.ca/dog-breeds/ibizan-hound/","no",""
"/dog-breeds/icelandic-sheepdog/","Icelandic Sheepdog – Size, Energy & Grooming in Canada | LeashFree.ca","Discover the Icelandic Sheepdog, a adaptable companion. Learn about temperament, seasonal shedding habits, exercise and health tips to see if it fits Canadia...","1","3610","","","","0","https://leashfree.ca/dog-breeds/icelandic-sheepdog/","no",""
"/dog-breeds/","Dog Breeds | LeashFree.ca","Browse dog breed profiles converted from LeashFree.ca Webflow CMS data.","1","63766","","","","1","https://leashfree.ca/dog-breeds/","no",""
"/dog-breeds/irish-doodle/","Irish Doodle – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the Irish Doodle: smart and moderate-energy. Explore temperament, moderate-shedding info, training, grooming and health to decide if it suits your lifes...","1","2238","","","","0","https://leashfree.ca/dog-breeds/irish-doodle/","no",""
"/dog-breeds/irish-red-and-white-setter/","Irish Red and White Setter – Breed Facts & Care | LeashFree.ca","Thinking about a Irish Red and White Setter? Get clear answers on temperament, exercise, low-to-moderate shedding and health so Canadian families can choose...","1","3330","","","","0","https://leashfree.ca/dog-breeds/irish-red-and-white-setter/","no",""
"/dog-breeds/irish-setter/","Irish Setter – Traits, Shedding & Exercise in Canada | LeashFree.ca","Thinking about a Irish Setter? Get clear answers on temperament, exercise, seasonal shedding and health so Canadian families can choose with confidence.","1","4898","","","","0","https://leashfree.ca/dog-breeds/irish-setter/","no",""
"/dog-breeds/irish-terrier/","Irish Terrier – Traits, Shedding & Exercise in Canada | LeashFree.ca","Meet the Irish Terrier: smart and active. Explore temperament, low-to-moderate shedding info, training, grooming and health to decide if it suits your lifest...","1","3335","","","","0","https://leashfree.ca/dog-breeds/irish-terrier/","no",""
"/dog-breeds/irish-water-spaniel/","Irish Water Spaniel – Size, Energy & Grooming in Canada | LeashFree.ca","Discover the Irish Water Spaniel, a adaptable companion. Learn about temperament, low-to-moderate shedding habits, exercise and health tips to see if it fits...","1","3244","","","","0","https://leashfree.ca/dog-breeds/irish-water-spaniel/","no",""
